Título do Artigo,Autores,Origem da Publicação,Ano de Publicação,Fator de Influência,Velocidade de Citação,Link do artigo
,Michelangelo Ceci,,,,,
"Review of Taxi Cab Service Optimization in Petaling Jaya, Malaysia Based On Demand and Offer",Airull Azizi Awang Lah,2018 2nd International Conference on Smart…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8535591
,Haslaile Abdullah,,,,,
,Norliza Mohd Noor,,,,,
Road Traffic Forecasting: Recent Advances and New Challenges,Eleni I. Vlahogianni,IEEE Intelligent Transportation Systems Magazine,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8344781
,Ibai Lana,,,,,
,Javier Del Ser,,,,,
,Manuel Maria Velez,,,,,
Road Traffic Forecasting: Recent Advances and New Challenges,Eleni I. Vlahogianni,IEEE Intelligent Transportation Systems Magazine,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8344781
,Ibai Lana,,,,,
,Javier Del Ser,,,,,
,Manuel Maria Velez,,,,,
Road Traffic Forecasting: Recent Advances and New Challenges,Eleni I. Vlahogianni,IEEE Intelligent Transportation Systems Magazine,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8344781
,Ibai Lana,,,,,
,Javier Del Ser,,,,,
,Manuel Maria Velez,,,,,
"Robust Cyber-Physical Systems: Concept, models, and implementation",Fei Hu,Future Generation Comp. Syst.,2016,1,16,http://doi.org/10.1016/j.future.2015.06.006
,Naixue N. Xiong,,,,,
,Yu Lu,,,,,
"Robust Cyber-Physical Systems: Concept, models, and implementation",Fei Hu,Future Generation Comp. Syst.,2016,1,16,http://doi.org/10.1016/j.future.2015.06.006
,Naixue N. Xiong,,,,,
,Yu Lu,,,,,
Saving Human Lives: What Complexity Science and Information Systems can Contribute,Dirk Brockmann,Journal of statistical physics,2015,,18,https://arxiv.org/pdf/1402.7011.pdf
,Dirk Helbing,,,,,
,Matja_ Perc,,,,,
"Seascape ecology of coastal biogenic habitats : advances , gaps , and challenges",Charles A. Simenstad,,2011,11,12,https://pdfs.semanticscholar.org/efc6/26c8fbcdeac7fb2402718d1b45a275bf6f87.pdf
,Christoffer Boström,,,,,
,Ronald T. Kneib,,,,,
,Simon J. Pittman,,,,,
Seizure prediction: the long and winding road.,Christian Erich Elger,Brain : a journal of neurology,2007,36,180,https://pdfs.semanticscholar.org/955d/df3716af454e32b5e72d080b4e6b2a2e4e8f.pdf
,Florian Mormann,,,,,
,Klaus Lehnertz,,,,,
,Ralph G. Andrzejak,,,,,
Seizure prediction: the long and winding road.,Christian Erich Elger,Brain : a journal of neurology,2007,36,180,https://pdfs.semanticscholar.org/955d/df3716af454e32b5e72d080b4e6b2a2e4e8f.pdf
,Florian Mormann,,,,,
,Klaus Lehnertz,,,,,
,Ralph G. Andrzejak,,,,,
Semantic trajectories: Mobility data computation and annotation,Christine Parent,ACM TIST,2013,9,25,http://dl.acm.org/citation.cfm?id=2483682
,Dipanjan Chakraborty,,,,,
,Karl Aberer,,,,,
,Stefano Spaccapietra,,,,,
,Zhixian Yan,,,,,
Smart cities of the future,Kay W. Axhausen,,2012,18,91,https://pdfs.semanticscholar.org/65a3/dfd58be9db84277319ddee7b206fc7be6cad.pdf
Social Media Data Analytics for Tourists ’ Mobility Modeling and Prediction,Michael Batty,,2018,,,https://pdfs.semanticscholar.org/905b/f15c33c7f1128faf023208aaf8e546d701c1.pdf
Social Physics: Uncovering Human Behaviour from Communication,Kimmo Kaski,ArXiv,2018,,,https://arxiv.org/pdf/1804.04907.pdf
,Kunal Bhattacharya,,,,,
Social Physics: Uncovering Human Behaviour from Communication,Kimmo Kaski,ArXiv,2018,,,https://arxiv.org/pdf/1804.04907.pdf
,Kunal Bhattacharya,,,,,
"Space – Time Analysis : Concepts , Quantitative Methods , and Future Directions",Dipak K Gupta,,2015,4,,https://pdfs.semanticscholar.org/3ac0/5c4317645d3870a122ee2a6078c4e7b2e39d.pdf
,Li An,,,,,
,Ming-Hsiang Tsou,,,,,
"Space – Time Analysis : Concepts , Quantitative Methods , and Future Directions",Dipak K Gupta,,2015,4,,https://pdfs.semanticscholar.org/3ac0/5c4317645d3870a122ee2a6078c4e7b2e39d.pdf
,Li An,,,,,
,Ming-Hsiang Tsou,,,,,
Spatial Big Data and Moving Objects: A Comprehensive Survey,Talha Mir,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8485391
,Ubaid Abbasi,,,,,
,Usama Mir,,,,,
,Yang Yang,,,,,
,Zeeshan Ahmed Bhatti,,,,,
Spatio-Temporal Data Mining: A Survey of Problems and Methods,Anuj Karpatne,ACM Comput. Surv.,2018,,,https://arxiv.org/pdf/1711.04710.pdf
,Gowtham Atluri,,,,,
,Vipin Kumar,,,,,
Spatio-Temporal Data Mining: A Survey of Problems and Methods,Anuj Karpatne,ACM Comput. Surv.,2018,,,https://arxiv.org/pdf/1711.04710.pdf
,Gowtham Atluri,,,,,
,Vipin Kumar,,,,,
Spatio-Temporal Data Mining: A Survey of Problems and Methods,Anuj Karpatne,ACM Comput. Surv.,2018,,,https://arxiv.org/pdf/1711.04710.pdf
,Gowtham Atluri,,,,,
,Vipin Kumar,,,,,
Spatio-Temporal Object-Oriented Data Model for Disaggregate Travel Behavior,Ali Frihida,Trans. GIS,2002,2,,https://pdfs.semanticscholar.org/ecde/f46e916c209980e75666e9ffcd1912a04cfd.pdf
,Danielle J. Marceau,,,,,
,Marius Thériault,,,,,
Spatio-Temporal Object-Oriented Data Model for Disaggregate Travel Behavior,Ali Frihida,Trans. GIS,2002,2,,https://pdfs.semanticscholar.org/ecde/f46e916c209980e75666e9ffcd1912a04cfd.pdf
,Danielle J. Marceau,,,,,
,Marius Thériault,,,,,
Spatio-temporal analysis of Dynamic Origin-Destination data using Latent Dirichlet Allocation. Application to the Ve_lib’ Bike Sharing System of Paris,Andry Njato Randriamanamihaga,,2013,1,,https://pdfs.semanticscholar.org/c9fb/d81870a30f27a4015831f654ec01d38fe0b3.pdf
,Etienne Côme,,,,,
,Latifa Oukhellou,,,,,
,Patrice Aknin,,,,,
Spatio-temporal analysis of Dynamic Origin-Destination data using Latent Dirichlet Allocation. Application to the Ve_lib’ Bike Sharing System of Paris,Andry Njato Randriamanamihaga,,2013,1,,https://pdfs.semanticscholar.org/c9fb/d81870a30f27a4015831f654ec01d38fe0b3.pdf
,Etienne Côme,,,,,
,Latifa Oukhellou,,,,,
,Patrice Aknin,,,,,
Spectral Analysis: a New Perspective for Mining Human Activity Data,Xuhong Zhang,,2017,,,https://pdfs.semanticscholar.org/775d/9506357d7f0e18332c2df27abffeca032f44.pdf
Statistical Anomaly Detection in Human Dynamics Monitoring Using a Hierarchical Dirichlet Process Hidden Markov Model,Keita Kamiya,IEEE Transactions on Intelligent Transportation…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883816
,Takashi Fuse,,,,,
Statistical Anomaly Detection in Human Dynamics Monitoring Using a Hierarchical Dirichlet Process Hidden Markov Model,Keita Kamiya,IEEE Transactions on Intelligent Transportation…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883816
,Takashi Fuse,,,,,
Statistical Anomaly Detection in Human Dynamics Monitoring Using a Hierarchical Dirichlet Process Hidden Markov Model,Keita Kamiya,IEEE Transactions on Intelligent Transportation…,2017,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7883816
,Takashi Fuse,,,,,
Stream 3 Statistical Modeling and Computational Statistics Invited Talks On the Bartlett Correction of Empirical Likelihood of Gaussian Long Memory Time Series,K. Chang,,2013,,,https://pdfs.semanticscholar.org/2060/f1aa7dee87c7001a314a5bd591357423d133.pdf
,Liqun Qi,,,,,
,Tan Zhang,,,,,
Studying InterNational Mobility through IP Geolocation,Tony Chan,,2012,,,https://pdfs.semanticscholar.org/5936/895192b28356373b437fed45573a7ebf2392.pdf
Studying inter-national mobility through IP geolocation,Bogdan State,WSDM,2013,1,,http://dl.acm.org/citation.cfm?id=2433432
,Emilio Zagheni,,,,,
,Ingmar Weber,,,,,
Sybot: an adaptive and mobile spectrum survey system for wifi networks,Alexander W. Min,MobiCom,2010,1,,http://dl.acm.org/citation.cfm?id=1860029
,Kang G. Shin,,,,,
,Kyu-Han Kim,,,,,
"TMC-pattern: holistic trajectory extraction, modeling and mining",Roland Assam,BigSpatial@SIGSPATIAL,2012,,,http://dl.acm.org/citation.cfm?id=2447490
,Thomas Seidl,,,,,
TPRED: a Spatio-Temporal Location Predictor Framework,Cleilton L. Rocha,IDEAS,2016,,,http://dl.acm.org/citation.cfm?id=2938544
,Igo Ramalho Brilhante,,,,,
,Salvatore Orlando,,,,,
TPRED: a Spatio-Temporal Location Predictor Framework,Cleilton L. Rocha,IDEAS,2016,,,http://dl.acm.org/citation.cfm?id=2938544
,Igo Ramalho Brilhante,,,,,
,Salvatore Orlando,,,,,
"Temporal data mining : algorithms , theory and applications ( TDM 2005 )",Charles Perng,,2005,,,https://pdfs.semanticscholar.org/4072/c1bd557ad48ea5ffcbe8d7eac0f040b0f232.pdf
The Long Road to Computational Location Privacy*,Antoine Boutet,,2018,,,https://pdfs.semanticscholar.org/b616/e57e694582e8644f52b3c0df8b936801dc4e.pdf
,Sonia Ben Mokhtar,,,,,
,Vincent Primault,,,,,
The Long Road to Computational Location Privacy: A Survey,Ben Mokhtar Sonia,,2018,,,https://arxiv.org/pdf/1810.03568.pdf
,Boutet Antoine,,,,,
,Brunie Lionel,,,,,
,P. Vincent,,,,,
The Simpler The Better: A Unified Approach to Predicting Original Taxi Demands based on Large-Scale Online Platforms,Weifeng Lv,KDD,2017,2,25,http://dl.acm.org/citation.cfm?id=3098018
,Yongxin Tong,,,,,
,Yuqiang Chen,,,,,
The influence of temporal and spatial features on the performance of next-place prediction algorithms,Paul Baumann,UbiComp,2013,,,http://dl.acm.org/citation.cfm?id=2493467
,Silvia Santini,,,,,
,Wilhelm Kleiminger,,,,,
The scaling of human mobility by taxis is exponential,Ke Xu,ArXiv,2011,3,17,https://arxiv.org/pdf/1109.5460.pdf
,Tongyu Zhu,,,,,
,Weifeng Lv,,,,,
,Xiao Liang,,,,,
,Xudong Zheng,,,,,
This Place is Swarming: Using a Mobile Social App to Study Human Traffic in Cities,Hao Zhao,2018 IEEE International Conference on Pervasive…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8480234
,Jingrong Chen,,,,,
,Qingyuan Gong,,,,,
,Xiaoming Fu,,,,,
,Yang Chen,,,,,
,Yong Li,,,,,
This Place is Swarming: Using a Mobile Social App to Study Human Traffic in Cities,Hao Zhao,2018 IEEE International Conference on Pervasive…,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8480234
,Jingrong Chen,,,,,
,Qingyuan Gong,,,,,
,Xiaoming Fu,,,,,
,Yang Chen,,,,,
,Yong Li,,,,,
Towards Autonomous Aviation Operations : What can we learn from other areas of automation ?,Banavar Sridhar,,2016,,,https://pdfs.semanticscholar.org/3607/8f1a1adfcae217c40a18b24ddf701f8011a3.pdf
,Parimal Kopardekar,,,,,
Towards Semantic Trajectory Data Analysis: A Conceptual and Computational Approach,Zhixian Yan,VLDB PhD Workshop,2009,,,https://pdfs.semanticscholar.org/4dd3/b9c063b548d998959d56062ed1f3ca0bf98a.pdf
U A L DREAM Suite : Technical manual,Jasper A. Vrugt,,2016,,,https://pdfs.semanticscholar.org/ef80/b84d6248d81031b6b2a16d0c6affbbe94be9.pdf
Unified Role Assignment Framework For Wireless Sensor Networks,Manish Kochhal,,2010,,,https://pdfs.semanticscholar.org/23ea/41bf7eaeb6fff2e31541121bbe107784a5da.pdf
Unveiling the complexity of human mobility by querying and mining massive trajectory data,Fosca Giannotti,The VLDB Journal,2011,6,32,http://doi.org/10.1007/s00778-011-0244-8
,Mirco Nanni,,,,,
,Roberto Trasarti,,,,,
"Urban Computing: Concepts, Methodologies, and Applications",Hai Yang,ACM TIST,2014,15,154,http://dl.acm.org/citation.cfm?id=2629592
,Licia Capra,,,,,
,Ouri Wolfson,,,,,
,Yu Zheng,,,,,
Urban human mobility data mining: An overview,Huy T. Vo,2016 IEEE International Conference on Big Data…,2016,,9,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7840811
,Kai Zhao,,,,,
,Sasu Tarkoma,,,,,
,Siyuan Liu,,,,,
Vision Paper: Using Volunteered Geographic Information to Improve Mobility Prediction,Dominik Bucher,PredictGIS'17,2017,,,http://dl.acm.org/citation.cfm?id=3152344
Visual Analysis of Haze Evolution and Correlation in Beijing,Wenting Zhang,,2018,,,https://pdfs.semanticscholar.org/9680/4a86e90efb6bca6fb5f8a6c4a78fabee12a9.pdf
,Yinqiao Wang,,,,,
,Yunxia Chen,,,,,
Visual Analytics of Mobility and Transportation: State of the Art and Further Research Directions,Gennady Andrienko,IEEE Transactions on Intelligent Transportation…,2017,1,6,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7891950
,Natalia V. Andrienko,,,,,
,Ross Maciejewski,,,,,
,Wei Chen,,,,,
,Ye Zhao,,,,,
Visual Analytics of Mobility and Transportation: State of the Art and Further Research Directions,Gennady Andrienko,IEEE Transactions on Intelligent Transportation…,2017,1,6,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7891950
,Natalia V. Andrienko,,,,,
,Ross Maciejewski,,,,,
,Wei Chen,,,,,
,Ye Zhao,,,,,
Visual Analytics of Mobility and Transportation: State of the Art and Further Research Directions,Gennady Andrienko,IEEE Transactions on Intelligent Transportation…,2017,1,6,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=7891950
,Natalia V. Andrienko,,,,,
,Ross Maciejewski,,,,,
,Wei Chen,,,,,
,Ye Zhao,,,,,
When and Where: Predicting Human Movements Based on Social Spatial-Temporal Events,Fengjiao Wang,SDM,2014,,,https://arxiv.org/pdf/1407.1450.pdf
,Ning Yang,,,,,
,Philip S. Yu,,,,,
,Xiangnan Kong,,,,,
"Wireless Social Networks: A Survey of Recent Advances, Applications and Challenges",Dushantha Nalin K. Jayakody,IEEE Access,2018,,,http://ieeexplore.ieee.org/stamp/stamp.jsp?tp=&arnumber=8480637
,Furqan Jameel,,,,,
,Georges Kaddoum,,,,,
,Richard O&#x2019;Kennedy,,,,,
m 100 On Sparse gaussian Chain graph models,Shurjeel Wyne,,2014,,,https://pdfs.semanticscholar.org/8159/b32da0590ad546bffc0bbbb8e3c178c33caa.pdf
,,,,,,
